id,title,year,venue,n_citation,in_degree
c9a04aad-4a2e-429f-b541-b7ba865d416f,Fast algorithms for discrete and continuous wavelet transforms,1992,IEEE Transactions on Information Theory,695,83
c9aaf553-7778-436f-a1d2-4ea7314c4601,Towards secure and dependable software-defined networks,2013,acm special interest group on data communication,431,84
c9b221ed-7083-4ae7-835c-8e8bd5af22ec,Interactive deduplication using active learning,2002,knowledge discovery and data mining,659,154
c9b8f3bf-babd-427a-8723-68b7e4526dd4,Matching events in a content-based subscription system,1999,principles of distributed computing,846,184
c9c5a9c0-f1b7-4286-8538-13476ae32e60,"Spatial Modulation for Generalized MIMO: Challenges, Opportunities, and Implementation",2014,Proceedings of the IEEE,624,202
c9cc3efe-d8e7-4f75-ab07-dc52e85185d9,On the Computational Power of Neural Nets,1995,Journal of Computer and System Sciences,439,92
c9d251d2-e6bc-4d9a-a113-bf58fcc14fe9,New applications of random sampling in computational geometry,1987,Discrete and Computational Geometry,885,51
c9d4071b-8733-46af-a9b0-1a98bd2dbe79,"tagging, communities, vocabulary, evolution",2006,conference on computer supported cooperative work,364,82
c9e32fc0-5530-4a7d-a7d8-9ac63f9cb37e,The ribosomal database project,1992,Nucleic Acids Research,2265,8
c9f061ca-0d9e-4e98-a375-9ce35741fb4a,"Load balanced Birkhoff-von Neumann switches, part II: multi-stage buffering",2002,Computer Communications,368,100
ca0f51f5-ac1e-44a8-ab30-fd4ff23702a1,Some algebraic and geometric computations in PSPACE,1988,symposium on the theory of computing,576,96
ca148137-8bf7-4c2c-be01-994a38f6c96c,Scalable TCP: improving performance in highspeed wide area networks,2003,acm special interest group on data communication,726,194
ca1c0983-f900-44d0-8c51-11244fe36b1d,The world through the computer: computer augmented interaction with real world environments,1995,user interface software and technology,641,89
ca275245-0b33-4329-8838-bff0b05b56b5,Discriminative models for information retrieval,2004,international acm sigir conference on research and development in information retrieval,309,83
ca2ab8a9-206f-404b-983a-344cde07e6c1,Security Proofs for Identity-Based Identification and Signature Schemes,2008,Journal of Cryptology,538,9
ca392089-1214-436e-bda5-1760e6af2226,Formalizing cardinality-based feature models and their specialization,2005,Software Process: Improvement and Practice,663,130
ca48d0fd-3cdf-4fc4-9e18-f480ea50a667,Charade: remote control of objects using free-hand gestures,1993,Communications of The ACM,635,110
ca6eae4e-2c85-47b8-ae4c-826ab391e7de,Convexity Rule for Shape Decomposition Based on Discrete Contour Evolution,1999,Computer Vision and Image Understanding,435,89
ca759de2-2bda-42fc-92a8-c625c6dc10f7,The Technology Acceptance Model: A Meta-Analysis of Empirical Findings,2004,Journal of Organizational and End User Computing,605,42
ca9e222c-4a19-4892-bc75-c2bee5cd4899,Large scale metric learning from equivalence constraints,2012,computer vision and pattern recognition,725,245
caa3464f-78d8-4a6e-9e0c-440184f8c514,An approach to fuzzy control of nonlinear systems: stability and design issues,1996,IEEE Transactions on Fuzzy Systems,2665,387
caa7486b-f987-49c9-924b-84c2462f66c8,Autonomous Demand-Side Management Based on Game-Theoretic Energy Consumption Scheduling for the Future Smart Grid,2010,IEEE Transactions on Smart Grid,1662,271
caaff64a-e3cb-4f06-a292-34994f34417c,3-D Object Retrieval and Recognition With Hypergraph Analysis,2012,IEEE Transactions on Image Processing,363,112
cab643b5-dc91-4ecc-8d36-2ca126877730,Sketching interfaces: toward more human interface design,2001,IEEE Computer,602,92
cab7d992-0582-468c-b3d1-cc5800f911a7,Robust visual tracking using &#x2113;1 minimization.,2009,international conference on computer vision,294,145
cac130a4-1776-4186-a43c-77ccd715c56c,A linear-time component-labeling algorithm using contour tracing technique,2004,Computer Vision and Image Understanding,661,89
cac3fc3f-ffc3-4b8f-a77d-078358ea6e4c,A new achievable rate region for the interference channel,1981,IEEE Transactions on Information Theory,1391,444
cad009a2-62a4-4814-afe5-748f3e4e0576,The CEO problem [multiterminal source coding],1996,IEEE Transactions on Information Theory,425,164
cad02c75-c67e-4472-a691-422c096956a6,On the burstiness of visual elements,2009,computer vision and pattern recognition,333,107
caeecc11-ec92-47d8-b112-c43b88dd4491,Localizing Overlapping Parts by Searching the Interpretation Tree,1987,IEEE Transactions on Pattern Analysis and Machine Intelligence,678,120
caefd123-f496-4dc7-99d9-5647246fa470,Virtual Community Attraction: Why People Hang Out Online,2006,Journal of Computer-Mediated Communication,852,53
cb10c3e0-5720-49d7-a104-092e044fe976,Fast multiresolution image querying,1995,international conference on computer graphics and interactive techniques,1120,163
cb15f8e7-e47c-440c-b2c9-8c5cb0d03f73,A proposal on reasoning methods in fuzzy rule-based classification systems,1999,International Journal of Approximate Reasoning,380,102
cb23ad2a-8961-4f37-85de-5e242effac8c,Law-governed interaction: a coordination and control mechanism for heterogeneous distributed systems,2000,ACM Transactions on Software Engineering and Methodology,322,84
cb32e862-55ac-4180-834b-876506e0f52e,Edit automata: enforcement mechanisms for run-time security policies,2005,International Journal of Information Security,341,83
cb3cec59-ff10-4070-bda4-b440614d59b7,Three partition refinement algorithms,1987,SIAM Journal on Computing,1306,206
cb47b9ec-f611-4ead-a41d-616543bc6fa3,Sequential PAttern mining using a bitmap representation,2002,knowledge discovery and data mining,850,194
cb6d0d02-942b-4119-a0c4-a2a7e0e27630,JavaParty – transparent remote objects in Java,1997,Concurrency and Computation: Practice and Experience,539,83
cb731238-55b6-4404-a8d7-2b386fae4623,Neocognitron: A Hierarchical Neural Network Capable of Visual Pattern Recognition,1988,Neural Networks,495,98
cb795d02-bb85-4f0d-a154-352f101dc299,Brief paper: A refined input delay approach to sampled-data control,2010,Automatica,156,77
cb812ce7-4e37-4b58-8c32-a7cc48ddf87a,"Enabling Wireless Power Transfer in Cellular Networks: Architecture, Modeling and Deployment",2014,IEEE Transactions on Wireless Communications,460,137
cb841af6-c8b8-4868-8690-79d0db3e7747,Queueing in high-performance packet switching,1988,IEEE Journal on Selected Areas in Communications,1051,178
cba76e40-4de9-485b-b6a1-a9b6413eb8d7,Unsupervised Learning of Human Action Categories Using Spatial-Temporal Words.,2006,british machine vision conference,1826,112
cbb90d37-46ad-4561-af57-6c8d29b14013,Dense Trajectories and Motion Boundary Descriptors for Action Recognition,2013,International Journal of Computer Vision,971,275
cbbef4d0-eea6-45b9-b939-3bfc19d768ba,Synthesizing natural textures,2001,interactive 3d graphics and games,930,161
cbc32474-bb22-4892-a46d-7d1315ce6636,Extended Boolean information retrieval,1983,Communications of The ACM,1262,138
cbcbb71e-7f2f-4a7b-92f3-c29586323423,Paris metro pricing for the internet,1999,electronic commerce,444,85
cbd46ce7-a3c8-4e82-bd3f-50f6db2e5fc6,Exploiting process lifetime distributions for dynamic load balancing,1997,ACM Transactions on Computer Systems,588,121
cbd8885d-51a3-4340-adaf-5ce96c8f7b8e,"Who plays, how much, and why? Debunking the stereotypical gamer profile",2008,Journal of Computer-Mediated Communication,600,53
cbe09b55-c776-4ef9-94f4-c7cf073a3c89,Geographic routing in city scenarios,2005,Mobile Computing and Communications Review,802,128
cbec2519-f41d-418a-bbdb-c85869e1fdcb,Mining high-speed data streams,2000,knowledge discovery and data mining,1886,302
cbec9565-0f72-4da9-9cef-ccb13c403fea,The valuation system: A coordinate-based meta-analysis of BOLD fMRI experiments examining neural correlates of subjective value,2013,NeuroImage,570,15
cbf3652c-3d45-488c-9347-9408caec92fe,On the LambertW function,1996,Advances in Computational Mathematics,4800,431
cbf3ea5c-fa19-43b7-96ae-2fce79cca09b,Scalable Object Detection Using Deep Neural Networks,2014,computer vision and pattern recognition,258,116
cbf7acc5-98bb-485a-bf20-5e58af3e29fc,Automatic acquisition of hyponyms from large text corpora,1992,international conference on computational linguistics,3398,623
cbf8700c-846a-4cfe-bc28-a4315d638ddb,The log-structured merge-tree (LSM-tree),1996,Acta Informatica,505,113
cc0dca30-1874-4632-be2c-f7e5587f313d,Fisher information and stochastic complexity,1996,IEEE Transactions on Information Theory,870,146
cc131f7e-0ca3-43e9-a8c8-e4d00d5a9e71,Friction Models and Friction Compensation,1998,European Journal of Control,1390,118
cc2eef9a-81df-45cd-bc14-d361875e1395,Context Aware Computing for The Internet of Things: A Survey,2014,IEEE Communications Surveys and Tutorials,869,250
cc307149-72cf-4a35-bcc3-ae45faba38d2,Increasing tree search efficiency for constraint satisfaction problems,1980,Artificial Intelligence,1689,202
cc3f2ceb-d5f4-4c2e-a5af-84b1980f70ca,Message Understanding Conference-6: a brief history,1996,international conference on computational linguistics,1355,174
cc4a8a25-44f1-40ea-b67a-2daad6b54cf8,"Document language models, query models, and risk minimization for information retrieval",2001,international acm sigir conference on research and development in information retrieval,912,222
cc697953-9221-4ee4-8b8e-ab4df672772d,Irreversibility and heat generation in the computing process,1961,Ibm Journal of Research and Development,2821,210
cc6da914-74d6-4493-bf6a-bf2b45975fc2,"The Case of the Missing Supercomputer Performance: Achieving Optimal Performance on the 8,192 Processors of ASCI Q",2003,supercomputing conference,454,144
cc8713e2-7631-4549-98bc-aab68bb0258d,Zigzag Codes: MDS Array Codes With Optimal Rebuilding,2013,IEEE Transactions on Information Theory,215,78
cc965ba5-1b1d-4538-8035-443f6d1bb4c7,Evaluation of background subtraction techniques for video surveillance,2011,computer vision and pattern recognition,447,91
ccab72bc-236c-44ce-aec7-7c14c8fe3271,Robust portfolio selection problems,2003,Mathematics of Operations Research,774,60
ccaf455f-7b99-4080-9619-a729e74889b3,From system F to typed assembly language,1999,ACM Transactions on Programming Languages and Systems,557,120
ccb7097c-adb9-44a4-9c01-d82f50985e7a,A point‐charge force field for molecular mechanics simulations of proteins based on condensed‐phase quantum mechanical calculations,2003,Journal of Computational Chemistry,3238,86
ccc5cb4e-4af9-44b4-b510-d87bea1e4500,Scaling personalized web search,2003,international world wide web conferences,1154,246
ccd1764c-8f3f-47a1-a88d-ed70c16c02de,Argument-based extended logic programming with defeasible priorities,1997,Journal of Applied Non-Classical Logics,669,106
ccec85e2-c888-4f5a-b0c1-3acf27fa9030,Proximal support vector machine classifiers,2001,knowledge discovery and data mining,581,153
ccfdb57e-155d-4131-b099-5c8dbad69ed7,Preattentive processing in vision,1985,"Graphical Models \/graphical Models and Image Processing \/computer Vision, Graphics, and Image Processing",646,55
cd05523d-bfa2-433d-8757-4717f1489dba,Recovering high dynamic range radiance maps from photographs,1997,international conference on computer graphics and interactive techniques,3088,477
cd0c16a9-9964-4fb4-b361-da6d3ca97d37,Fast corner detection,1998,Image and Vision Computing,526,58
cd1602f7-b1ee-4bd7-bafc-8a7767e22cda,Image hiding by optimal LSB substitution and genetic algorithm,2001,Pattern Recognition,753,81
cd17473b-9aec-4099-bf27-b116490b43ea,Exponentiated gradient versus gradient descent for linear predictors,1997,Information & Computation,757,195
cd1a97ee-d828-44d7-95c7-6df629e36b79,Data mountain: using spatial memory for document management,1998,user interface software and technology,672,121
cd297445-cfd4-4756-9362-fd3e297d68a5,Traffic engineering in software defined networks,2013,international conference on computer communications,222,77
cd3aa4ef-9231-466c-9099-d14502da2f49,Data extraction and label assignment for web databases,2003,international world wide web conferences,486,81
cd50edc7-ab61-4a24-998e-dddd60dd976b,The pathologies of big data,2009,ACM Queue,552,67
cd6c2511-1c9c-474b-bde1-d4a51a4173df,Delay and capacity trade-offs in mobile ad hoc networks: a global perspective,2007,IEEE\/ACM Transactions on Networking,245,96
cd715519-c2fc-414e-af74-9cc22a420a61,End-to-end packet delay and loss behavior in the internet,1993,acm special interest group on data communication,1068,181
cd73b8ae-5367-475a-8bd9-35cf88ad6c71,"Experiences with an architecture for intelligent, reactive agents",1997,Journal of Experimental and Theoretical Artificial Intelligence,695,81
cd7b4b1f-8614-4fab-8c33-a89394f0d6f9,The quest for security in mobile ad hoc networks,2001,mobile ad hoc networking and computing,1164,208
cd84aa5d-a982-4c0a-9b56-6c618a57264e,Distance transformations in digital images,1986,"Graphical Models \/graphical Models and Image Processing \/computer Vision, Graphics, and Image Processing",1610,352
cd90e104-f991-4cce-92d8-70c719e84ebe,Using Canny's criteria to derive a recursively implemented optimal edge detector,1987,International Journal of Computer Vision,1573,154
cd9c928e-c722-4a78-9992-940c67d2d498,A simple algorithm for homeomorphic surface reconstruction,2000,symposium on computational geometry,619,42
cd9dfd4c-43ea-4439-b9b5-f7c2254c4772,Computer power and human reason,1976,Intelligence\/sigart Bulletin,1041,38
cda9ae2f-d284-4e79-a269-82af5466b938,Control of a nonholonomic mobile robot using neural networks,1998,IEEE Transactions on Neural Networks,715,73
cdb58922-9ae9-45d1-a0f1-fa8fc5b7c9f6,Two years of Visual Odometry on the Mars Exploration Rovers,2007,Journal of Field Robotics,475,87
cdc0708e-19f2-4639-bfbf-41a860ab0ef6,Variable neighborhood search: Principles and applications,2001,European Journal of Operational Research,1982,221
cdc33c06-99ab-4b71-9e65-c51a88254c45,ConSurf 2005: the projection of evolutionary conservation scores of residues on protein structures,2005,Nucleic Acids Research,968,37
cdc53611-bb2e-41f8-a64c-d59903579315,Remote data checking using provable data possession,2011,ACM Transactions on Information and System Security,1161,53
cdcd4ae5-5056-4ecf-bc14-68202b3e26f8,The complexity of some polynomial network consistency algorithms for constraint satisfaction problems,1985,Artificial Intelligence,860,119
cdda251e-24ae-4621-a85d-1ff865a1adae,Propositional dynamic logic of regular programs,1979,Journal of Computer and System Sciences,1291,182
cde0d149-5dec-4283-b181-ac192918eebb,Predictors of online buying behavior,1999,Communications of The ACM,1147,64
cde963a7-bf4f-4680-a814-ad19e0a7ca67,An updated version of wannier90: A tool for obtaining maximally-localised Wannier functions,2014,Computer Physics Communications,1098,1
cdf1ec2d-0e53-4fc2-9be6-156f767f1b7a,MEASUREMENT OF SITUATION AWARENESS IN DYNAMIC SYSTEMS,1995,Human Factors,195,109
cdf23755-4db7-42d1-8f34-04bcf88703e6,Competitive snoopy caching,1986,foundations of computer science,772,23
ce033196-99f8-4d17-a249-3a7f21186ca0,A new recursion-theoretic characterization of the polytime functions,1992,compiler construction,556,59
ce05fc9f-0abd-4843-8d77-ceb4ce9a6ebf,An Improvement of the Minimum Distortion Encoding Algorithm for Vector Quantization,1985,IEEE Transactions on Communications,591,82
ce0f46fe-395e-411f-b73b-4c769b05828a,Approximate graph coloring by semidefinite programming,1998,Journal of the ACM,511,84
ce21af3a-8ef6-4298-80a3-19bbcff1026d,Core based trees (CBT),1993,acm special interest group on data communication,1496,87
ce2216b8-9b47-4ed9-9067-5865b5defc88,Finding circles by an array of accumulators,1975,Communications of The ACM,720,75
ce230e56-a096-4021-8673-98a85d469cfd,Combined Pricing and Inventory Control Under Uncertainty,1999,Operations Research,145,79
ce25e223-47a1-49a3-a53d-dcf9f6e64c25,Consumer acceptance of online banking: an extension of the technology acceptance model,2004,Internet Research,1547,61
ce2a2fa1-d278-443a-870c-28aae29cc9aa,Cumulated gain-based evaluation of IR techniques,2002,ACM Transactions on Information Systems,3019,666
ce30f337-3881-42ca-beb3-ed57a4d5d21d,Speaker identification and verification using Gaussian mixture speaker models,1995,Speech Communication,1553,265
ce3ba9bc-893d-4144-9ff0-eef65c1d1a63,A note on Hamiltonian circuits,1972,Discrete Mathematics,622,59
ce47a324-50e6-4a46-8746-ecf1e0617c18,Travel-time prediction with support vector regression,2004,IEEE Transactions on Intelligent Transportation Systems,627,60
ce4c8315-55f7-4e16-b1f0-56491ed290ce,Social Network and Tag Sources Based Augmenting Collaborative Recommender System,2015,IEICE Transactions on Information and Systems,85,84
ce5456f7-8e36-422e-a295-2ce69c014183,Integrating reaction and planning in a heterogeneous asynchronous architecture for mobile robot navigation,1991,Intelligence\/sigart Bulletin,530,10
ce56cb4a-9da7-48ce-b06a-f0b4193e3746,Sparse Representation for Computer Vision and Pattern Recognition,2010,Proceedings of the IEEE,1395,315
ce60ea5e-1cdb-415a-9c56-231db02111c4,Approximate frequency counts over data streams,2012,very large data bases,1509,294
ce83a780-4f93-4b3a-9647-ec62834541dd,Enrichr: interactive and collaborative HTML5 gene list enrichment analysis tool,2013,BMC Bioinformatics,728,21
ce898b64-acd4-43c3-b048-5fe7940acef6,Measuring Factors that Influence the Success of Internet Commerce,2002,Information Systems Research,706,61
ce90da08-372d-47ad-9212-636eeca2a240,Does Internet and computer 'addiction' exist? Some case study evidence,2000,"Cyberpsychology, Behavior, and Social Networking",988,25
cea9e5cd-49d4-455c-88d5-858360ebb068,Sparsity preserving projections with applications to face recognition,2010,Pattern Recognition,535,127
ceafabf4-85d8-4bfb-af84-cf5fa577b088,Organization and maintenance of large ordered indexes,1972,Acta Informatica,985,141
ceb45089-b319-4b3f-ab59-f710d0710cb8,"SUN attribute database: Discovering, annotating, and recognizing scene attributes",2012,computer vision and pattern recognition,224,81
cebc84ef-686b-43dd-ae70-90208e78cb83,A sweepline algorithm for Voronoi diagrams,1987,Algorithmica,1283,154
cec2861c-185a-45e4-ac22-c28fb4e54de3,An overview of automatic speaker recognition technology,2002,"international conference on acoustics, speech, and signal processing",652,56
cecdab74-724e-4538-8469-acc77f9f417a,Attributed based access control (ABAC) for Web services,2005,international conference on web services,604,98
cecff360-aa3e-4313-b849-57a74e6debf2,The affect heuristic,2007,European Journal of Operational Research,2472,33
cede414d-501e-4247-a650-42240f00a401,A Fast and High Quality Multilevel Scheme for Partitioning Irregular Graphs,1998,SIAM Journal on Scientific Computing,4641,701
cee4fb14-8ec9-406f-9cfd-e0837c66a73f,Learning question classifiers,2002,international conference on computational linguistics,267,140
ceff5ce7-fd4e-4da4-a48d-29f4a94312c2,A Fully Asynchronous Multifrontal Solver Using Distributed Dynamic Scheduling,2001,SIAM Journal on Matrix Analysis and Applications,1194,82
cf00660b-beed-439a-bcf8-973e5d6c264e,Rushing attacks and defense in wireless ad hoc network routing protocols,2003,web information systems engineering,928,130
cf08b970-8511-4227-b11e-16ddec4c8c88,Dynamic power allocation and routing for time-varying wireless networks,2005,IEEE Journal on Selected Areas in Communications,934,183
cf20c05f-b01f-4860-9149-4ae8c31b37c5,Predicting the popularity of online content,2010,Communications of The ACM,703,191
cf2a5c9c-2b16-45d8-b420-ff7c433b88f1,Cycle-static dataflow,1996,IEEE Transactions on Signal Processing,579,144
cf322a9b-7156-4dbe-b88d-1fe30b8e6adc,Computer-generated watercolor,1997,international conference on computer graphics and interactive techniques,701,93
cf37ade0-78e6-4880-b2dc-495d08907276,Fast and effective text mining using linear-time document clustering,1999,knowledge discovery and data mining,1003,168
cf3d1a8c-f51e-47b7-9528-d9405433c84f,Service network design in freight transportation,2000,European Journal of Operational Research,542,42
cf3d81d1-e30e-4f63-9461-37b24cb8f1fe,Hyperspectral Subspace Identification,2008,IEEE Transactions on Geoscience and Remote Sensing,594,131
cf5c5223-bf7f-47ab-8cd3-6421d1b78af7,On the distributional complexity of disjointness,1992,Theoretical Computer Science,410,80
cf678916-b823-47fe-82af-7b36ac5192b6,Structuring computer-mediated communication systems to avoid information overload,1985,Communications of The ACM,858,83
cf6f7ad6-71a2-45fc-92a4-931310a9f506,Power-Management Architecture of the Intel Microarchitecture Code-Named Sandy Bridge,2012,international symposium on microarchitecture,143,77
cf740e2c-f5bf-4e0c-8375-2948d6dff2c7,Boosting a weak learning algorithm by majority,1995,Information & Computation,492,215
cf799882-6ce5-422f-95c3-b8f4f0362b83,Generalizations of the differentiability of fuzzy-number-valued functions with applications to fuzzy differential equations,2005,Fuzzy Sets and Systems,673,40
cf868155-ef88-46e2-8a01-6874c04c94ee,miRBase: tools for microRNA genomics,2007,Nucleic Acids Research,3769,128
cf88285e-6496-4983-9070-f5036a5d0a5a,Mobile robot positioning: Sensors and techniques,1997,Journal of Robotic Systems,765,60
cf8e8fbb-3095-45e3-a58f-57c29e19d29e,Consumer privacy concerns about Internet marketing,1998,Communications of The ACM,534,39
cf93b634-f7ce-4053-ae41-e3846c726adf,Tabled evaluation with delaying for general logic programs,1996,Journal of the ACM,545,87
cfa3f924-ec35-4d04-a99b-25979e334787,Statistical model-based change detection in moving video,1993,Signal Processing,522,77
cfb53d0d-ac29-4e8b-abb8-03b20288f519,Creating artificial neural networks that generalize,1991,Neural Networks,558,52
cfb760d1-0dd3-4f41-8d92-e96b5d11f18a,Maximum-diversity transmissions over doubly selective wireless channels,2003,IEEE Transactions on Information Theory,237,81
cfbbd286-b376-4275-b3c4-a9dc7440db1f,Algebraic methods in the theory of lower bounds for Boolean circuit complexity,1987,symposium on the theory of computing,308,122
cfdab149-75c3-4aec-b87e-c72dc72e48f2,A Markov random field model for term dependencies,2005,international acm sigir conference on research and development in information retrieval,806,198
cfe12456-56d8-428e-9402-eda6ee12e4b3,CHARMM general force field: A force field for drug‐like molecules compatible with the CHARMM all‐atom additive biological force fields,2009,Journal of Computational Chemistry,1308,48
cfea40f7-7c61-497c-8be7-284aa479552d,A support vector method for multivariate performance measures,2005,international conference on machine learning,724,204
cff1b7c3-dc60-4ac0-a016-0e4b5070310a,Collaborative filtering with privacy via factor analysis,2002,international acm sigir conference on research and development in information retrieval,244,108
cfff3892-760a-4d1a-a8ae-abb924bf9e87,Three-way decisions with probabilistic rough sets,2010,Information Sciences,420,113
cfffc6a8-e275-4513-9a4c-9236f0a0bd20,Subspace methods for recovering rigid motion I: algorithm and implementation,1992,International Journal of Computer Vision,540,91
d00d8e40-85ec-414b-8c0a-0ab738204236,Distributed Coordination Control of Multiagent Systems While Preserving Connectedness,2007,IEEE Transactions on Robotics,562,116
d02586e5-1c6e-4721-ba33-309875a7dc52,Experimental Investigation of Heuristics for Resource-Constrained Project Scheduling: An Update,2006,European Journal of Operational Research,787,63
d02e1976-4f84-455a-9b9d-fda2df5b259f,A new solution of Dijkstra's concurrent programming problem,1974,Communications of The ACM,563,129
d034b27e-49f4-4a64-aa17-621b9091cac2,A Principled Taxonomy of Software Visualization,1993,Journal of Visual Languages and Computing,672,85
d037c044-0783-4ab4-89a9-fc48205a60a9,Medical robotics in computer-integrated surgery,2003,international conference on robotics and automation,1078,115
d03ec017-cd66-4aec-87f0-db584106c988,Nonblocking commit protocols,1981,international conference on management of data,591,115
d04253a6-75b3-4c94-90e8-4c406823437b,Bayesian analysis of neuroimaging data in FSL.,2009,NeuroImage,1179,70
d057a535-fa3e-4636-b4c8-6a291f96eda9,Skip lists: a probabilistic alternative to balanced trees,1990,Communications of The ACM,1186,213
d05a104c-6d43-451b-a2e2-7d065fe8bec4,Feature hashing for large scale multitask learning,2009,international conference on machine learning,228,148
d05d4a54-5d49-4843-ad96-a1e004f2cf58,Three-dimensional integrated circuits,2006,Ibm Journal of Research and Development,644,107
d0697e1c-8d74-4d42-a767-af849994044f,Large-scale image retrieval with compressed Fisher vectors,2010,computer vision and pattern recognition,467,158
d071378c-b601-4e55-b52f-406a40e3c835,Designing secure sensor networks,2004,IEEE Wireless Communications,633,86
d07dcc1f-f3a5-48bc-bb5f-6d5a1fc7a448,Gate sizing to radiation harden combinational logic,2006,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,306,89
d0811c1c-0eb1-4112-8dc1-1e33e795f7af,Application-Level Scheduling on Distributed Heterogeneous Networks,1996,supercomputing conference,609,126
d082d345-1f49-4073-9bf7-c5503f39c928,ClearBoard: a seamless medium for shared drawing and conversation with eye contact,1992,human factors in computing systems,672,107
d0899b79-4fd9-45de-a1b9-6f1baf92b271,Network selection in an integrated wireless LAN and UMTS environment using mathematical modeling and computing techniques,2005,IEEE Wireless Communications,471,79
d08f93b7-b2cb-4a8b-9821-753e18a7c5ee,Enterprise agility and the enabling role of information technology,2006,European Journal of Information Systems,564,48
d0938309-5648-4b16-acf0-d66d4b313cde,An Evaluation of Random Testing,1984,IEEE Transactions on Software Engineering,588,165
d094c709-b7e0-44de-97d7-88ebbdb4b7d4,A simple parallel algorithm for the maximal independent set problem,1985,symposium on the theory of computing,792,68
d09f7451-5342-4b5a-aac6-01c4449ed097,Exception handling: issues and a proposed notation,1975,Communications of The ACM,233,88
d0c26ab4-fc4d-4eb1-aee3-022773c54d12,Generalized Multiview Analysis: A discriminative latent space,2012,computer vision and pattern recognition,249,114
d0c61df2-ee22-4f2b-9650-e23a6fe89227,Fourier principles for emotion-based human figure animation,1995,international conference on computer graphics and interactive techniques,593,69
d0cdae49-bd69-4558-8d98-bc9701f3c9bd,Speech enhancement using a minimum mean-square error log-spectral amplitude estimator,1985,"IEEE Transactions on Acoustics, Speech, and Signal Processing",1731,354
d0e8676c-1f2e-441d-9a84-b348d5c52c74,Use of residual redundancy in the design of joint source/channel coders,1991,IEEE Transactions on Communications,338,83
d0e930c4-7b28-40be-98d6-1d48afa73c6e,Bayesian Compressive Sensing,2008,IEEE Transactions on Signal Processing,1447,291
d0f2dc64-acd5-471f-8e7d-9dadff7e18e3,LDPC block and convolutional codes based on circulant matrices,2004,IEEE Transactions on Information Theory,625,142
d0f3d2fb-6794-47b5-8a6b-3c99f682d633,A Computational Study of the Job-Shop Scheduling Problem,1991,Informs Journal on Computing,1010,65
d0f7b50c-1ce7-400a-a120-43b1c8f3bcbe,"FAST TCP: motivation, architecture, algorithms, performance",2006,IEEE\/ACM Transactions on Networking,1685,273
d0fcfb94-5293-4959-a737-cd38982d7c73,MBone provides audio and video across the Internet,1994,IEEE Computer,597,58
d1018e97-179d-4ebd-89c4-e097d4b649f9,An outer-approximation algorithm for a class of mixed-integer nonlinear programs,1986,Mathematical Programming,1269,90
d10b3d06-211d-4dce-8823-66e1f6caa37a,Methods for Visual Understanding of Hierarchical System Structures,1981,systems man and cybernetics,457,192
d15b726e-c2f6-4699-ab3e-bfb653d942cc,INCREMENTAL CONCEPT FORMATION ALGORITHMS BASED ON GALOIS (CONCEPT) LATTICES,1995,computational intelligence,808,75
d15bcccd-de27-403b-ba21-c669d5f5725f,Visibility culling using hierarchical occlusion maps,1997,international conference on computer graphics and interactive techniques,522,84
d169746f-279f-428e-9b99-bae7f1f783c0,DRAM: Efficient adaptive MCMC,2006,Statistics and Computing,666,26
d16d0f65-cb6f-436a-9242-7aa56963e60e,Virtual Computational Chemistry Laboratory – Design and Description,2005,Journal of Computer-aided Molecular Design,1158,28
d18d8bdb-a283-4794-ab86-9d243b4c1448,Model-based development of dynamically adaptive software,2006,international conference on software engineering,439,104
d1a51572-839b-4ae1-97c3-ad045ea6425a,OHSUMED: an interactive retrieval evaluation and new large test collection for research,1994,international acm sigir conference on research and development in information retrieval,891,192
d1a67cd2-e55a-4bc2-a717-c865f47aacf9,The Economics of Matching: Stability and Incentives,1982,Mathematics of Operations Research,708,54
d1ad5fa5-6d88-4500-b6f6-4340be16be41,"The role played by perceived usability, satisfaction and consumer trust on website loyalty",2006,Information & Management,1264,93
d1ba534e-3f80-4366-bb83-be16006f9e18,Cognitive radio: brain-empowered wireless communications,2005,IEEE Journal on Selected Areas in Communications,14062,2386
d1c02eba-6883-455c-a3df-91fae59c7d2e,Cyc: toward programs with common sense,1990,Communications of The ACM,632,66
d1ca21c7-ebac-4af7-977d-2d96a5c92e1b,Using Genetic Algorithms for Concept Learning,1993,Machine Learning,686,86
d1ca95f8-0e92-4940-bb1c-88edc62b5cb9,A dynamical systems perspective on agent-environment interaction,1995,Artificial Intelligence,824,77
d1dcfdf8-1810-44c5-943c-9a5ddcbaf3e8,Injecting utility into anonymized datasets,2006,international conference on management of data,350,77
d1df45f9-5578-4a0c-b080-f97f39358366,Competitive learning algorithms for vector quantization,1990,Neural Networks,626,119
d1e6a93d-9b6d-47e3-99bf-8351aedf2c35,Soft sets and soft groups,2007,Information Sciences,1128,56
d20995f6-529c-41c6-b75e-a169b005fb5c,Approximate nearest neighbor queries in fixed dimensions,1993,symposium on discrete algorithms,508,84
d209fd88-7dbc-4fff-9646-b5764ad59a42,An efficiently computable metric for comparing polygonal shapes,1991,IEEE Transactions on Pattern Analysis and Machine Intelligence,751,142
d21d169e-8b16-48c6-b447-5bf944c4041c,Real-time 3D reconstruction at scale using voxel hashing,2013,international conference on computer graphics and interactive techniques,180,79
